2026-03-26 14:47:51 | INFO     | BlogWriter | Logger initialised. Log file: logs\log_20260326_144751.log
2026-03-26 14:58:05 | INFO     | BlogWriter | [HITL]   Blog title : 'The New Era of Artificial Intelligence'
2026-03-26 14:58:05 | INFO     | BlogWriter | [HITL]   Content length: 11411 chars
2026-03-26 14:58:05 | INFO     | BlogWriter | [BG] Workflow paused. next=('human_approval',) thread='4c34b2f3-714a-4ea6-8e99-0ee2dd64a4ab'
2026-03-26 14:58:05 | INFO     | BlogWriter | [BG] Postgres → PENDING thread='4c34b2f3-714a-4ea6-8e99-0ee2dd64a4ab'
2026-03-26 15:00:47 | INFO     | BlogWriter | [API] /blogs/approve — thread_id='4c34b2f3-714a-4ea6-8e99-0ee2dd64a4ab'
2026-03-26 15:00:47 | INFO     | BlogWriter | [HITL] Routing after approval — status='approved'
2026-03-26 15:00:47 | INFO     | BlogWriter | [BG] Resuming workflow thread='4c34b2f3-714a-4ea6-8e99-0ee2dd64a4ab'
2026-03-26 15:00:47 | INFO     | BlogWriter | [HITL] ── finalize_approved — blog approved by human ────────
2026-03-26 15:00:47 | INFO     | BlogWriter | [HITL]   Blog 'The New Era of Artificial Intelligence' approved and finalised.
2026-03-26 15:00:47 | INFO     | BlogWriter | [BG] Workflow COMPLETED (approved) thread='4c34b2f3-714a-4ea6-8e99-0ee2dd64a4ab'
2026-03-26 15:16:21 | INFO     | BlogWriter | [SHUTDOWN] Application shutting down.
